Full Text,Author,Creation Time,Hashtags,text,is_road_closure
I love when people take little snipes and miss then when I fire back and it really hurts they toss out the only insults they think will work.. Yes ... I am… https://www.instagram.com/p/BqIog-rF2ZlP2OAIMr8mi9N3T2Taxts8XOTx280/?utm_source=ig_twitter_share&igshid=19stpuvx3eqg7 …,DirtyNole,Tue Nov 13 21:02:51 +0000 2018,,i love when people take little snipe and miss then when i fire back and it really hurt they toss out the only insult they think will work yes i am http www instagram com p bqiog rf2zlp2oaimr8mi9n3t2taxts8xotx280 utm source ig twitter share igshid 19stpuvx3eqg7,0
"As the fires continue to ignite and firefighters continue to work around the clock, we continue to support and donate to these brave men and we encourage you to do the same. Any amount… https://www.instagram.com/p/BqIoFx2Fm8V/?utm_source=ig_twitter_share&igshid=16lq4m0dvtu30 …",ThePBAgency,Tue Nov 13 20:59:07 +0000 2018,,a the fire continue to ignite and firefighter continue to work around the clock we continue to support and donate to these brave men and we encourage you to do the same any amount http www instagram com p bqiofx2fm8v utm source ig twitter share igshid 16lq4m0dvtu30,0
You could see the fires miles away at night from the Hermosa Beach. So sad to see knowing homes were burning down. #lalifestyle #californiaadventure… https://www.instagram.com/p/BqInFCDFrtaF0FpJMoaRMXa-QvQ5m5O8QELy-g0/?utm_source=ig_twitter_share&igshid=15d4t86ifnz7y …,abcval50,Tue Nov 13 20:50:20 +0000 2018,#lalifestyle #californiaadventure,you could see the fire mile away at night from the hermosa beach so sad to see knowing home were burning down #lalifestyle #californiaadventure http www instagram com p bqinfcdfrtaf0fpjmoarmxa qvq5m5o8qely g0 utm source ig twitter share igshid 15d4t86ifnz7y,0
"E L L E K I N G “So kick out the jams, Kick up the soul, Pour another glass of that rock and roll, Turn up the band, fire in the hole, Gonna lose control tonight. What do you want… https://www.instagram.com/p/BqImQMNn8Ej/?utm_source=ig_twitter_share&igshid=1ovfx0gsjbymz …",TheJeremyLopez,Tue Nov 13 20:44:10 +0000 2018,,e l l e k i n g so kick out the jam kick up the soul pour another glass of that rock and roll turn up the band fire in the hole gonna lose control tonight what do you want http www instagram com p bqimqmnn8ej utm source ig twitter share igshid 1ovfx0gsjbymz,0
"Judge all you want, Crystal Pepsi is my jam. Geared up to make a comeback to the streaming world after a few days of Fire here in LA. Join me tonight for #RaidNight on… https://www.instagram.com/mrnarwhalker/p/BqIk94qlwae/?utm_source=ig_twitter_share&igshid=18q483m84nhs7 …",Mr_Narwhalker,Tue Nov 13 20:31:56 +0000 2018,#RaidNight,judge all you want crystal pepsi is my jam geared up to make a comeback to the streaming world after a few day of fire here in la join me tonight for #raidnight on http www instagram com mrnarwhalker p bqik94qlwae utm source ig twitter share igshid 18q483m84nhs7,0
Sending anyone who is suffering from the devastation of the fires or shooting all my love and light. #4thGenerationSoCalKid #BeOfService. The nice people at ROAM Silverlake yoga will be… https://www.instagram.com/p/BqIjaDKHZ-i/?utm_source=ig_twitter_share&igshid=b7k6o6i9qk4l …,MoniJaramilloPR,Tue Nov 13 20:18:13 +0000 2018,#4thGenerationSoCalKid #BeOfService,sending anyone who is suffering from the devastation of the fire or shooting all my love and light #4thgenerationsocalkid #beofservice the nice people at roam silverlake yoga will be http www instagram com p bqijadkhz i utm source ig twitter share igshid b7k6o6i9qk4l,0
"Just drove by my office... the fire got real close. So scary! #woolseyfire #calabasas @Calabasas, California https://www.instagram.com/p/BqIh3c4AMRq/?utm_source=ig_twitter_share&igshid=t3a90ljyyrtn …",hlovesglitter,Tue Nov 13 20:06:31 +0000 2018,#woolseyfire #calabasas,just drove by my office the fire got real close so scary #woolseyfire #calabasas california http www instagram com p bqih3c4amrq utm source ig twitter share igshid t3a90ljyyrtn,0
darkmarkshow is on #fire this week as special guest cohost thatnicolesixx and I welcome #datingcoach #MarniKinrys @winggirlmethod and the always amazing… https://www.instagram.com/p/BqIh6bGHl82TZsMUwpS9v-rY70axS0xMJ5586c0/?utm_source=ig_twitter_share&igshid=131lr3gypnpb9 …,gothcomedian,Tue Nov 13 20:05:11 +0000 2018,#fire #datingcoach #MarniKinrys,darkmarkshow is on #fire this week a special guest cohost thatnicolesixx and i welcome #datingcoach #marnikinrys and the always amazing http www instagram com p bqih6bghl82tzsmuwps9v ry70axs0xmj5586c0 utm source ig twitter share igshid 131lr3gypnpb9,0
#Helping #doggie #sit for my #friend who had to #evacuate #malibu #pointdume because of the #fires We tried to get back in today but still closed. Over 50 #homes in his #neighborhood were… https://www.instagram.com/p/BqIbo14BzTu/?utm_source=ig_twitter_share&igshid=ciuxsrovadot …,rebeccagrants,Tue Nov 13 19:46:21 +0000 2018,#Helping #doggie #sit #friend #evacuate #malibu #pointdume #fires #homes #neighborhood,#helping #doggie #sit for my #friend who had to #evacuate #malibu #pointdume because of the #fires we tried to get back in today but still closed over 50 #homes in his #neighborhood were http www instagram com p bqibo14bztu utm source ig twitter share igshid ciuxsrovadot,0
"Not gonna lie, as native Californians, we’ve been feeling pretty low with the recent Thousand Oaks shooting and these massive wild fires. Too many people have tragically lost love ones… https://www.instagram.com/p/BqIfWDKnmcf/?utm_source=ig_twitter_share&igshid=1mgvfo1l2r669 …",wineproblems,Tue Nov 13 19:43:45 +0000 2018,,not gonna lie a native californian we ve been feeling pretty low with the recent thousand oak shooting and these massive wild fire too many people have tragically lost love one http www instagram com p bqifwdknmcf utm source ig twitter share igshid 1mgvfo1l2r669,0
Playing With Fire @TLC Collective https://www.instagram.com/p/BqIdj3ClpdJ/?utm_source=ig_twitter_share&igshid=7qgpjokn4yly …,realcodycordova,Tue Nov 13 19:27:10 +0000 2018,,playing with fire collective http www instagram com p bqidj3clpdj utm source ig twitter share igshid 7qgpjokn4yly,0
Was able to connect with Avaryl again and she’s fine!! Due to the fire and evacuations we won’t be able to post anything for a little while. We’ll share more when we know. In the… https://www.instagram.com/p/BqIc93Cl4WC/?utm_source=ig_twitter_share&igshid=vr38s4or8aub …,MovieBitches,Tue Nov 13 19:23:25 +0000 2018,,wa able to connect with avaryl again and she s fine due to the fire and evacuation we won t be able to post anything for a little while we ll share more when we know in the http www instagram com p bqic93cl4wc utm source ig twitter share igshid vr38s4or8aub,0
#Repost @KSchwarzenegger ・・・ So many people have been affected by the horrible fires over the past week in California. We thank and pray for the firefighters who are doing such incredible… https://www.instagram.com/p/BqIb6tAl_PV/?utm_source=ig_twitter_share&igshid=c52262cnx61w …,prattprattpratt,Tue Nov 13 19:12:48 +0000 2018,#Repost,#repost so many people have been affected by the horrible fire over the past week in california we thank and pray for the firefighter who are doing such incredible http www instagram com p bqib6tal pv utm source ig twitter share igshid c52262cnx61w,0
Please join us tomorrow for our fundraiser! All money raised will be donated to those affected by the recent fires and one of our own SVUSD staff members who lost their home! Spread the… https://www.instagram.com/p/BqIb0lQgkuN/?utm_source=ig_twitter_share&igshid=b902o0ocm65q …,apollosimi,Tue Nov 13 19:11:56 +0000 2018,,please join u tomorrow for our fundraiser all money raised will be donated to those affected by the recent fire and one of our own svusd staff member who lost their home spread the http www instagram com p bqib0lqgkun utm source ig twitter share igshid b902o0ocm65q,0
When the fire flares up and gets closer - you keep your nail appt because you don’t know when you will have time for one next :) We have been evacuated since… https://www.instagram.com/p/BqIbRJKBg7dcnyMErN6ZPkRjZOS4-FP23q99eQ0/?utm_source=ig_twitter_share&igshid=f74zxbjdh3o6 …,scwatc,Tue Nov 13 19:07:05 +0000 2018,,when the fire flare up and get closer you keep your nail appt because you don t know when you will have time for one next we have been evacuated since http www instagram com p bqibrjkbg7dcnymern6zpkrjzos4 fp23q99eq0 utm source ig twitter share igshid f74zxbjdh3o6,0
Our hearts go out to all those in our community who have been affected by the fires. And we’re so thankful l to the firefighters who are out there fighting to protect all of us and our… https://www.instagram.com/p/BqIbPU0hOmI/?utm_source=ig_twitter_share&igshid=1c5szs2xa4zr2 …,JoesCafeGH,Tue Nov 13 19:06:50 +0000 2018,,our heart go out to all those in our community who have been affected by the fire and we re so thankful l to the firefighter who are out there fighting to protect all of u and our http www instagram com p bqibpu0homi utm source ig twitter share igshid 1c5szs2xa4zr2,0
!! #woolseyfire closure !! the off-ramp is closed due to the fires. in #AgouraHills on US-101 NB at Liberty Cyn Rd #LAtraffic,TotalTrafficLA,Tue Nov 13 19:02:16 +0000 2018,#woolseyfire #AgouraHills #LAtraffic,#woolseyfire closure the off ramp is closed due to the fire in #agourahills on u 101 nb at liberty cyn rd #latraffic,1
"In the midst of all this tragedy and fire scares, it helps to have a little magic. I'm SUPER proud to finally finish this piece (and in time before Fantastic Beasts mdragoman !) I will be… https://www.instagram.com/p/BqIaPZvgit8/?utm_source=ig_twitter_share&igshid=bt5zvzmbtfiu …",NickKremenek,Tue Nov 13 19:01:30 +0000 2018,,in the midst of all this tragedy and fire scare it help to have a little magic i m super proud to finally finish this piece and in time before fantastic beast mdragoman i will be http www instagram com p bqiapzvgit8 utm source ig twitter share igshid bt5zvzmbtfiu,0
"Praying Heavens hope is shining through for all impacted by the shooting, the fires, the storms of life. @Los Angeles, California https://www.instagram.com/p/BqIZdYnB29v/?utm_source=ig_twitter_share&igshid=13iagh0auy33l …",Theofye,Tue Nov 13 18:51:19 +0000 2018,,praying heaven hope is shining through for all impacted by the shooting the fire the storm of life angeles california http www instagram com p bqizdynb29v utm source ig twitter share igshid 13iagh0auy33l,0
The fires continue near our neighborhood. Fire trucks and police cars are lined up close to our house preparing for action. Hard to grasp the magnitude of this tragedy. Heartfelt… https://www.instagram.com/p/BqIWx9BlhHT/?utm_source=ig_twitter_share&igshid=1tszu3f01rqob …,WillShockley,Tue Nov 13 18:48:29 +0000 2018,,the fire continue near our neighborhood fire truck and police car are lined up close to our house preparing for action hard to grasp the magnitude of this tragedy heartfelt http www instagram com p bqiwx9blhht utm source ig twitter share igshid 1tszu3f01rqob,0
Stronger together. Join us in donating to @lafdfoundation a nonprofit that directly supports losangelesfiredepartment & brave first responders fighting these historic fires. Donate at… https://www.instagram.com/p/BqIY0Nlg9i_/?utm_source=ig_twitter_share&igshid=gxsxrncuvktq …,erikmilesgroup,Tue Nov 13 18:47:16 +0000 2018,,stronger together join u in donating to a nonprofit that directly support losangelesfiredepartment brave first responder fighting these historic fire donate at http www instagram com p bqiy0nlg9i utm source ig twitter share igshid gxsxrncuvktq,0
Stronger together. Join EMG in donating to @lafdfoundation a nonprofit that directly supports losangelesfiredepartment & brave first responders fighting these historic fires. Donate at… https://www.instagram.com/p/BqIY-O1gy-d/?utm_source=ig_twitter_share&igshid=pmj30ljiq3ch …,erikmilesRE,Tue Nov 13 18:47:05 +0000 2018,,stronger together join emg in donating to a nonprofit that directly support losangelesfiredepartment brave first responder fighting these historic fire donate at http www instagram com p bqiy o1gy d utm source ig twitter share igshid pmj30ljiq3ch,0
#malibuseafood off #pch was very fortunate. Everything surrounding it went up in flames. . . #malibu #woolseyfire #nikon #reportage #photojournalism #documentary #fire #california @… https://www.instagram.com/p/BqIYQMYlO2S/?utm_source=ig_twitter_share&igshid=s1rs5ynzshd7 …,danny__liao,Tue Nov 13 18:40:44 +0000 2018,#malibuseafood #pch #malibu #woolseyfire #nikon #reportage #photojournalism #documentary #fire #california,#malibuseafood off #pch wa very fortunate everything surrounding it went up in flame #malibu #woolseyfire #nikon #reportage #photojournalism #documentary #fire #california http www instagram com p bqiyqmylo2s utm source ig twitter share igshid s1rs5ynzshd7,0
Big shoutout to all the firefighters who have been working on the huge Malibu fire from La Brea Av in Hollywood. Sending love & light to you & all the victims... #shoutout #malibu… https://www.instagram.com/p/BqIXnH6F5_d/?utm_source=ig_twitter_share&igshid=rvexexsyfc31 …,aldwyn,Tue Nov 13 18:35:11 +0000 2018,#shoutout #malibu,big shoutout to all the firefighter who have been working on the huge malibu fire from la brea av in hollywood sending love light to you all the victim #shoutout #malibu http www instagram com p bqixnh6f5 d utm source ig twitter share igshid rvexexsyfc31,0
